Varste si grupe de varsta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
30-34 ani, Mehedinti, Anul 2016, Numar persoane, 21
30-34 ani, Mehedinti, Anul 2017, Numar persoane, 15
30-34 ani, Mehedinti, Anul 2018, Numar persoane, 24
30-34 ani, Mehedinti, Anul 2019, Numar persoane, 29
30-34 ani, Mehedinti, Anul 2020, Numar persoane, 18
30-34 ani, Mehedinti, Anul 2021, Numar persoane, 40
30-34 ani, Mehedinti, Anul 2022, Numar persoane, 46
30-34 ani, Olt, Anul 1992, Numar persoane, 10
30-34 ani, Olt, Anul 1993, Numar persoane, 3
30-34 ani, Olt, Anul 1994, Numar persoane, 4
30-34 ani, Olt, Anul 1995, Numar persoane, 11
30-34 ani, Olt, Anul 1996, Numar persoane, 8
30-34 ani, Olt, Anul 1997, Numar persoane, 4
30-34 ani, Olt, Anul 1998, Numar persoane, 4
30-34 ani, Olt, Anul 1999, Numar persoane, 4
30-34 ani, Olt, Anul 2000, Numar persoane, 9
30-34 ani, Olt, Anul 2001, Numar persoane, 2
30-34 ani, Olt, Anul 2002, Numar persoane, 3
30-34 ani, Olt, Anul 2003, Numar persoane, 9
30-34 ani, Olt, Anul 2004, Numar persoane, 12
30-34 ani, Olt, Anul 2005, Numar persoane, 11
30-34 ani, Olt, Anul 2006, Numar persoane, 28
30-34 ani, Olt, Anul 2007, Numar persoane, 12
30-34 ani, Olt, Anul 2008, Numar persoane, 13
30-34 ani, Olt, Anul 2009, Numar persoane, 14
30-34 ani, Olt, Anul 2010, Numar persoane, 13
30-34 ani, Olt, Anul 2011, Numar persoane, 10
30-34 ani, Olt, Anul 2012, Numar persoane, 25
30-34 ani, Olt, Anul 2013, Numar persoane, 29
30-34 ani, Olt, Anul 2014, Numar persoane, 19
30-34 ani, Olt, Anul 2015, Numar persoane, 43
30-34 ani, Olt, Anul 2016, Numar persoane, 34
30-34 ani, Olt, Anul 2017, Numar persoane, 25
30-34 ani, Olt, Anul 2018, Numar persoane, 49
30-34 ani, Olt, Anul 2019, Numar persoane, 33
30-34 ani, Olt, Anul 2020, Numar persoane, 32
30-34 ani, Olt, Anul 2021, Numar persoane, 45
30-34 ani, Olt, Anul 2022, Numar persoane, 69
30-34 ani, Valcea, Anul 1992, Numar persoane, 10
30-34 ani, Valcea, Anul 1993, Numar persoane, 5
30-34 ani, Valcea, Anul 1994, Numar persoane, 7
30-34 ani, Valcea, Anul 1995, Numar persoane, 22
30-34 ani, Valcea, Anul 1996, Numar persoane, 16
30-34 ani, Valcea, Anul 1997, Numar persoane, 18
30-34 ani, Valcea, Anul 1998, Numar persoane, 20
30-34 ani, Valcea, Anul 1999, Numar persoane, 24
30-34 ani, Valcea, Anul 2000, Numar persoane, 40
30-34 ani, Valcea, Anul 2001, Numar persoane, 33
30-34 ani, Valcea, Anul 2002, Numar persoane, 23
30-34 ani, Valcea, Anul 2003, Numar persoane, 43
30-34 ani, Valcea, Anul 2004, Numar persoane, 37
30-34 ani, Valcea, Anul 2005, Numar persoane, 20
30-34 ani, Valcea, Anul 2006, Numar persoane, 20
30-34 ani, Valcea, Anul 2007, Numar persoane, 16
30-34 ani, Valcea, Anul 2008, Numar persoane, 20
30-34 ani, Valcea, Anul 2009, Numar persoane, 26
30-34 ani, Valcea, Anul 2010, Numar persoane, 15
30-34 ani, Valcea, Anul 2011, Numar persoane, 13
30-34 ani, Valcea, Anul 2012, Numar persoane, 9
30-34 ani, Valcea, Anul 2013, Numar persoane, 16
30-34 ani, Valcea, Anul 2014, Numar persoane, 18
30-34 ani, Valcea, Anul 2015, Numar persoane, 27
30-34 ani, Valcea, Anul 2016, Numar persoane, 40
30-34 ani, Valcea, Anul 2017, Numar persoane, 31
30-34 ani, Valcea, Anul 2018, Numar persoane, 29
30-34 ani, Valcea, Anul 2019, Numar persoane, 34
30-34 ani, Valcea, Anul 2020, Numar persoane, 29
30-34 ani, Valcea, Anul 2021, Numar persoane, 40
30-34 ani, Valcea, Anul 2022, Numar persoane, 49
30-34 ani, Arad, Anul 1992, Numar persoane, 132
30-34 ani, Arad, Anul 1993, Numar persoane, 199
30-34 ani, Arad, Anul 1994, Numar persoane, 69
30-34 ani, Arad, Anul 1995, Numar persoane, 90
30-34 ani, Arad, Anul 1996, Numar persoane, 82
30-34 ani, Arad, Anul 1997, Numar persoane, 101
30-34 ani, Arad, Anul 1998, Numar persoane, 54
30-34 ani, Arad, Anul 1999, Numar persoane, 38
30-34 ani, Arad, Anul 2000, Numar persoane, 76
30-34 ani, Arad, Anul 2001, Numar persoane, 36
30-34 ani, Arad, Anul 2002, Numar persoane, 44
30-34 ani, Arad, Anul 2003, Numar persoane, 38
30-34 ani, Arad, Anul 2004, Numar persoane, 67
30-34 ani, Arad, Anul 2005, Numar persoane, 50
30-34 ani, Arad, Anul 2006, Numar persoane, 68
30-34 ani, Arad, Anul 2007, Numar persoane, 37
30-34 ani, Arad, Anul 2008, Numar persoane, 44
30-34 ani, Arad, Anul 2009, Numar persoane, 43
30-34 ani, Arad, Anul 2010, Numar persoane, 37
30-34 ani, Arad, Anul 2011, Numar persoane, 36
30-34 ani, Arad, Anul 2012, Numar persoane, 34
30-34 ani, Arad, Anul 2013, Numar persoane, 35
30-34 ani, Arad, Anul 2014, Numar persoane, 25
30-34 ani, Arad, Anul 2015, Numar persoane, 48
30-34 ani, Arad, Anul 2016, Numar persoane, 48
30-34 ani, Arad, Anul 2017, Numar persoane, 43
30-34 ani, Arad, Anul 2018, Numar persoane, 54
30-34 ani, Arad, Anul 2019, Numar persoane, 65
30-34 ani, Arad, Anul 2020, Numar persoane, 65
30-34 ani, Arad, Anul 2021, Numar persoane, 107
30-34 ani, Arad, Anul 2022, Numar persoane, 128
30-34 ani, Caras-Severin, Anul 1992, Numar persoane, 153
30-34 ani, Caras-Severin, Anul 1993, Numar persoane, 81
30-34 ani, Caras-Severin, Anul 1994, Numar persoane, 83
30-34 ani, Caras-Severin, Anul 1995, Numar persoane, 133
30-34 ani, Caras-Severin, Anul 1996, Numar persoane, 76
30-34 ani, Caras-Severin, Anul 1997, Numar persoane, 85
30-34 ani, Caras-Severin, Anul 1998, Numar persoane, 53
30-34 ani, Caras-Severin, Anul 1999, Numar persoane, 38
30-34 ani, Caras-Severin, Anul 2000, Numar persoane, 70
30-34 ani, Caras-Severin, Anul 2001, Numar persoane, 20
30-34 ani, Caras-Severin, Anul 2002, Numar persoane, 41
30-34 ani, Caras-Severin, Anul 2003, Numar persoane, 37
30-34 ani, Caras-Severin, Anul 2004, Numar persoane, 37
30-34 ani, Caras-Severin, Anul 2005, Numar persoane, 47
30-34 ani, Caras-Severin, Anul 2006, Numar persoane, 62
30-34 ani, Caras-Severin, Anul 2007, Numar persoane, 43
30-34 ani, Caras-Severin, Anul 2008, Numar persoane, 43
30-34 ani, Caras-Severin, Anul 2009, Numar persoane, 45
30-34 ani, Caras-Severin, Anul 2010, Numar persoane, 39
30-34 ani, Caras-Severin, Anul 2011, Numar persoane, 23
30-34 ani, Caras-Severin, Anul 2012, Numar persoane, 32
30-34 ani, Caras-Severin, Anul 2013, Numar persoane, 33
30-34 ani, Caras-Severin, Anul 2014, Numar persoane, 42
30-34 ani, Caras-Severin, Anul 2015, Numar persoane, 52
30-34 ani, Caras-Severin, Anul 2016, Numar persoane, 34
30-34 ani, Caras-Severin, Anul 2017, Numar persoane, 63
30-34 ani, Caras-Severin, Anul 2018, Numar persoane, 82
30-34 ani, Caras-Severin, Anul 2019, Numar persoane, 59
30-34 ani, Caras-Severin, Anul 2020, Numar persoane, 58
30-34 ani, Caras-Severin, Anul 2021, Numar persoane, 90
30-34 ani, Caras-Severin, Anul 2022, Numar persoane, 93
30-34 ani, Hunedoara, Anul 1992, Numar persoane, 74
30-34 ani, Hunedoara, Anul 1993, Numar persoane, 29
30-34 ani, Hunedoara, Anul 1994, Numar persoane, 32
30-34 ani, Hunedoara, Anul 1995, Numar persoane, 77
30-34 ani, Hunedoara, Anul 1996, Numar persoane, 40
30-34 ani, Hunedoara, Anul 1997, Numar persoane, 57
30-34 ani, Hunedoara, Anul 1998, Numar persoane, 48
30-34 ani, Hunedoara, Anul 1999, Numar persoane, 33
30-34 ani, Hunedoara, Anul 2000, Numar persoane, 58
30-34 ani, Hunedoara, Anul 2001, Numar persoane, 29
30-34 ani, Hunedoara, Anul 2002, Numar persoane, 44
30-34 ani, Hunedoara, Anul 2003, Numar persoane, 46
30-34 ani, Hunedoara, Anul 2004, Numar persoane, 66
30-34 ani, Hunedoara, Anul 2005, Numar persoane, 45
30-34 ani, Hunedoara, Anul 2006, Numar persoane, 64
30-34 ani, Hunedoara, Anul 2007, Numar persoane, 39
30-34 ani, Hunedoara, Anul 2008, Numar persoane, 46
30-34 ani, Hunedoara, Anul 2009, Numar persoane, 59
30-34 ani, Hunedoara, Anul 2010, Numar persoane, 42
30-34 ani, Hunedoara, Anul 2011, Numar persoane, 39
30-34 ani, Hunedoara, Anul 2012, Numar persoane, 37
30-34 ani, Hunedoara, Anul 2013, Numar persoane, 43
30-34 ani, Hunedoara, Anul 2014, Numar persoane, 32
30-34 ani, Hunedoara, Anul 2015, Numar persoane, 43
30-34 ani, Hunedoara, Anul 2016, Numar persoane, 76
30-34 ani, Hunedoara, Anul 2017, Numar persoane, 55
30-34 ani, Hunedoara, Anul 2018, Numar persoane, 70
30-34 ani, Hunedoara, Anul 2019, Numar persoane, 62
30-34 ani, Hunedoara, Anul 2020, Numar persoane, 53
30-34 ani, Hunedoara, Anul 2021, Numar persoane, 98
30-34 ani, Hunedoara, Anul 2022, Numar persoane, 136
30-34 ani, Timis, Anul 1992, Numar persoane, 413
30-34 ani, Timis, Anul 1993, Numar persoane, 236
30-34 ani, Timis, Anul 1994, Numar persoane, 259
30-34 ani, Timis, Anul 1995, Numar persoane, 279
30-34 ani, Timis, Anul 1996, Numar persoane, 244
30-34 ani, Timis, Anul 1997, Numar persoane, 223
30-34 ani, Timis, Anul 1998, Numar persoane, 157
30-34 ani, Timis, Anul 1999, Numar persoane, 108
30-34 ani, Timis, Anul 2000, Numar persoane, 170
30-34 ani, Timis, Anul 2001, Numar persoane, 89
30-34 ani, Timis, Anul 2002, Numar persoane, 100
30-34 ani, Timis, Anul 2003, Numar persoane, 136
30-34 ani, Timis, Anul 2004, Numar persoane, 178
30-34 ani, Timis, Anul 2005, Numar persoane, 140
30-34 ani, Timis, Anul 2006, Numar persoane, 196
30-34 ani, Timis, Anul 2007, Numar persoane, 126
30-34 ani, Timis, Anul 2008, Numar persoane, 140
30-34 ani, Timis, Anul 2009, Numar persoane, 129
30-34 ani, Timis, Anul 2010, Numar persoane, 102
30-34 ani, Timis, Anul 2011, Numar persoane, 91
30-34 ani, Timis, Anul 2012, Numar persoane, 110
30-34 ani, Timis, Anul 2013, Numar persoane, 84
30-34 ani, Timis, Anul 2014, Numar persoane, 91
30-34 ani, Timis, Anul 2015, Numar persoane, 108
30-34 ani, Timis, Anul 2016, Numar persoane, 154
30-34 ani, Timis, Anul 2017, Numar persoane, 140
30-34 ani, Timis, Anul 2018, Numar persoane, 169
30-34 ani, Timis, Anul 2019, Numar persoane, 158
30-34 ani, Timis, Anul 2020, Numar persoane, 118
30-34 ani, Timis, Anul 2021, Numar persoane, 187
30-34 ani, Timis, Anul 2022, Numar persoane, 241
35-39 ani, Bihor, Anul 1992, Numar persoane, 178
35-39 ani, Bihor, Anul 1993, Numar persoane, 80
35-39 ani, Bihor, Anul 1994, Numar persoane, 65
35-39 ani, Bihor, Anul 1995, Numar persoane, 93
35-39 ani, Bihor, Anul 1996, Numar persoane, 63
35-39 ani, Bihor, Anul 1997, Numar persoane, 77
35-39 ani, Bihor, Anul 1998, Numar persoane, 37
35-39 ani, Bihor, Anul 1999, Numar persoane, 24
35-39 ani, Bihor, Anul 2000, Numar persoane, 29
35-39 ani, Bihor, Anul 2001, Numar persoane, 22
35-39 ani, Bihor, Anul 2002, Numar persoane, 30
35-39 ani, Bihor, Anul 2003, Numar persoane, 32
35-39 ani, Bihor, Anul 2004, Numar persoane, 61
35-39 ani, Bihor, Anul 2005, Numar persoane, 42
35-39 ani, Bihor, Anul 2006, Numar persoane, 54
35-39 ani, Bihor, Anul 2007, Numar persoane, 35
35-39 ani, Bihor, Anul 2008, Numar persoane, 35
35-39 ani, Bihor, Anul 2009, Numar persoane, 32
35-39 ani, Bihor, Anul 2010, Numar persoane, 31
35-39 ani, Bihor, Anul 2011, Numar persoane, 34
35-39 ani, Bihor, Anul 2012, Numar persoane, 14
35-39 ani, Bihor, Anul 2013, Numar persoane, 22
35-39 ani, Bihor, Anul 2014, Numar persoane, 20
35-39 ani, Bihor, Anul 2015, Numar persoane, 25
35-39 ani, Bihor, Anul 2016, Numar persoane, 67
35-39 ani, Bihor, Anul 2017, Numar persoane, 47
35-39 ani, Bihor, Anul 2018, Numar persoane, 64
35-39 ani, Bihor, Anul 2019, Numar persoane, 49
35-39 ani, Bihor, Anul 2020, Numar persoane, 36
35-39 ani, Bihor, Anul 2021, Numar persoane, 72
35-39 ani, Bihor, Anul 2022, Numar persoane, 86
35-39 ani, Bistrita-Nasaud, Anul 1992, Numar persoane, 29
35-39 ani, Bistrita-Nasaud, Anul 1993, Numar persoane, 9
35-39 ani, Bistrita-Nasaud, Anul 1994, Numar persoane, 10
35-39 ani, Bistrita-Nasaud, Anul 1995, Numar persoane, 19
35-39 ani, Bistrita-Nasaud, Anul 1996, Numar persoane, 15
35-39 ani, Bistrita-Nasaud, Anul 1997, Numar persoane, 25
35-39 ani, Bistrita-Nasaud, Anul 1998, Numar persoane, 7
35-39 ani, Bistrita-Nasaud, Anul 1999, Numar persoane, 12
35-39 ani, Bistrita-Nasaud, Anul 2000, Numar persoane, 12
35-39 ani, Bistrita-Nasaud, Anul 2001, Numar persoane, 11
35-39 ani, Bistrita-Nasaud, Anul 2002, Numar persoane, 10
35-39 ani, Bistrita-Nasaud, Anul 2003, Numar persoane, 8
35-39 ani, Bistrita-Nasaud, Anul 2004, Numar persoane, 13
35-39 ani, Bistrita-Nasaud, Anul 2005, Numar persoane, 18
35-39 ani, Bistrita-Nasaud, Anul 2006, Numar persoane, 26
35-39 ani, Bistrita-Nasaud, Anul 2007, Numar persoane, 15
35-39 ani, Bistrita-Nasaud, Anul 2008, Numar persoane, 21
35-39 ani, Bistrita-Nasaud, Anul 2009, Numar persoane, 14
35-39 ani, Bistrita-Nasaud, Anul 2010, Numar persoane, 21
35-39 ani, Bistrita-Nasaud, Anul 2011, Numar persoane, 21
35-39 ani, Bistrita-Nasaud, Anul 2012, Numar persoane, 25
35-39 ani, Bistrita-Nasaud, Anul 2013, Numar persoane, 33
35-39 ani, Bistrita-Nasaud, Anul 2014, Numar persoane, 26
35-39 ani, Bistrita-Nasaud, Anul 2015, Numar persoane, 29
35-39 ani, Bistrita-Nasaud, Anul 2016, Numar persoane, 59
35-39 ani, Bistrita-Nasaud, Anul 2017, Numar persoane, 57
35-39 ani, Bistrita-Nasaud, Anul 2018, Numar persoane, 74
35-39 ani, Bistrita-Nasaud, Anul 2019, Numar persoane, 65
35-39 ani, Bistrita-Nasaud, Anul 2020, Numar persoane, 18
35-39 ani, Bistrita-Nasaud, Anul 2021, Numar persoane, 42
35-39 ani, Bistrita-Nasaud, Anul 2022, Numar persoane, 81
35-39 ani, Cluj, Anul 1992, Numar persoane, 135
35-39 ani, Cluj, Anul 1993, Numar persoane, 59
35-39 ani, Cluj, Anul 1994, Numar persoane, 55
35-39 ani, Cluj, Anul 1995, Numar persoane, 87
35-39 ani, Cluj, Anul 1996, Numar persoane, 59
35-39 ani, Cluj, Anul 1997, Numar persoane, 65
35-39 ani, Cluj, Anul 1998, Numar persoane, 45
35-39 ani, Cluj, Anul 1999, Numar persoane, 59
35-39 ani, Cluj, Anul 2000, Numar persoane, 56
35-39 ani, Cluj, Anul 2001, Numar persoane, 46
35-39 ani, Cluj, Anul 2002, Numar persoane, 64
35-39 ani, Cluj, Anul 2003, Numar persoane, 94
35-39 ani, Cluj, Anul 2004, Numar persoane, 117
35-39 ani, Cluj, Anul 2005, Numar persoane, 77
35-39 ani, Cluj, Anul 2006, Numar persoane, 100
35-39 ani, Cluj, Anul 2007, Numar persoane, 72
35-39 ani, Cluj, Anul 2008, Numar persoane, 68
35-39 ani, Cluj, Anul 2009, Numar persoane, 72
35-39 ani, Cluj, Anul 2010, Numar persoane, 58
35-39 ani, Cluj, Anul 2011, Numar persoane, 58
35-39 ani, Cluj, Anul 2012, Numar persoane, 56
35-39 ani, Cluj, Anul 2013, Numar persoane, 43
35-39 ani, Cluj, Anul 2014, Numar persoane, 42
35-39 ani, Cluj, Anul 2015, Numar persoane, 82
35-39 ani, Cluj, Anul 2016, Numar persoane, 125
35-39 ani, Cluj, Anul 2017, Numar persoane, 129
35-39 ani, Cluj, Anul 2018, Numar persoane, 145
35-39 ani, Cluj, Anul 2019, Numar persoane, 129
35-39 ani, Cluj, Anul 2020, Numar persoane, 75
35-39 ani, Cluj, Anul 2021, Numar persoane, 103
35-39 ani, Cluj, Anul 2022, Numar persoane, 146
35-39 ani, Maramures, Anul 1992, Numar persoane, 78
35-39 ani, Maramures, Anul 1993, Numar persoane, 27
35-39 ani, Maramures, Anul 1994, Numar persoane, 33
35-39 ani, Maramures, Anul 1995, Numar persoane, 63
35-39 ani, Maramures, Anul 1996, Numar persoane, 56
35-39 ani, Maramures, Anul 1997, Numar persoane, 44
35-39 ani, Maramures, Anul 1998, Numar persoane, 23
35-39 ani, Maramures, Anul 1999, Numar persoane, 17
35-39 ani, Maramures, Anul 2000, Numar persoane, 21
35-39 ani, Maramures, Anul 2001, Numar persoane, 22
35-39 ani, Maramures, Anul 2002, Numar persoane, 15
35-39 ani, Maramures, Anul 2003, Numar persoane, 36
35-39 ani, Maramures, Anul 2004, Numar persoane, 50
35-39 ani, Maramures, Anul 2005, Numar persoane, 37
35-39 ani, Maramures, Anul 2006, Numar persoane, 60
35-39 ani, Maramures, Anul 2007, Numar persoane, 27
35-39 ani, Maramures, Anul 2008, Numar persoane, 30
35-39 ani, Maramures, Anul 2009, Numar persoane, 38
35-39 ani, Maramures, Anul 2010, Numar persoane, 34
35-39 ani, Maramures, Anul 2011, Numar persoane, 24
35-39 ani, Maramures, Anul 2012, Numar persoane, 31
35-39 ani, Maramures, Anul 2013, Numar persoane, 28
35-39 ani, Maramures, Anul 2014, Numar persoane, 23
35-39 ani, Maramures, Anul 2015, Numar persoane, 42
35-39 ani, Maramures, Anul 2016, Numar persoane, 91
35-39 ani, Maramures, Anul 2017, Numar persoane, 69
35-39 ani, Maramures, Anul 2018, Numar persoane, 64
35-39 ani, Maramures, Anul 2019, Numar persoane, 68
35-39 ani, Maramures, Anul 2020, Numar persoane, 50
35-39 ani, Maramures, Anul 2021, Numar persoane, 56
35-39 ani, Maramures, Anul 2022, Numar persoane, 108
35-39 ani, Satu Mare, Anul 1992, Numar persoane, 122
35-39 ani, Satu Mare, Anul 1993, Numar persoane, 51
35-39 ani, Satu Mare, Anul 1994, Numar persoane, 67
35-39 ani, Satu Mare, Anul 1995, Numar persoane, 84
35-39 ani, Satu Mare, Anul 1996, Numar persoane, 74
35-39 ani, Satu Mare, Anul 1997, Numar persoane, 71
35-39 ani, Satu Mare, Anul 1998, Numar persoane, 43
35-39 ani, Satu Mare, Anul 1999, Numar persoane, 23
35-39 ani, Satu Mare, Anul 2000, Numar persoane, 34
35-39 ani, Satu Mare, Anul 2001, Numar persoane, 19
35-39 ani, Satu Mare, Anul 2002, Numar persoane, 20
35-39 ani, Satu Mare, Anul 2003, Numar persoane, 27
35-39 ani, Satu Mare, Anul 2004, Numar persoane, 49
35-39 ani, Satu Mare, Anul 2005, Numar persoane, 59
35-39 ani, Satu Mare, Anul 2006, Numar persoane, 56
35-39 ani, Satu Mare, Anul 2007, Numar persoane, 26
35-39 ani, Satu Mare, Anul 2008, Numar persoane, 31
35-39 ani, Satu Mare, Anul 2009, Numar persoane, 24
35-39 ani, Satu Mare, Anul 2010, Numar persoane, 20
35-39 ani, Satu Mare, Anul 2011, Numar persoane, 32
35-39 ani, Satu Mare, Anul 2012, Numar persoane, 29
35-39 ani, Satu Mare, Anul 2013, Numar persoane, 25
35-39 ani, Satu Mare, Anul 2014, Numar persoane, 16
35-39 ani, Satu Mare, Anul 2015, Numar persoane, 35
35-39 ani, Satu Mare, Anul 2016, Numar persoane, 58
35-39 ani, Satu Mare, Anul 2017, Numar persoane, 49
35-39 ani, Satu Mare, Anul 2018, Numar persoane, 73
35-39 ani, Satu Mare, Anul 2019, Numar persoane, 66
35-39 ani, Satu Mare, Anul 2020, Numar persoane, 34
35-39 ani, Satu Mare, Anul 2021, Numar persoane, 49
35-39 ani, Satu Mare, Anul 2022, Numar persoane, 66
35-39 ani, Salaj, Anul 1992, Numar persoane, 23
35-39 ani, Salaj, Anul 1993, Numar persoane, 13
35-39 ani, Salaj, Anul 1994, Numar persoane, 14
35-39 ani, Salaj, Anul 1995, Numar persoane, 19
35-39 ani, Salaj, Anul 1996, Numar persoane, 10
35-39 ani, Salaj, Anul 1997, Numar persoane, 17
35-39 ani, Salaj, Anul 1998, Numar persoane, 17
35-39 ani, Salaj, Anul 1999, Numar persoane, 6
35-39 ani, Salaj, Anul 2000, Numar persoane, 9
35-39 ani, Salaj, Anul 2001, Numar persoane, 9
35-39 ani, Salaj, Anul 2002, Numar persoane, 10
35-39 ani, Salaj, Anul 2003, Numar persoane, 6
35-39 ani, Salaj, Anul 2004, Numar persoane, 14
35-39 ani, Salaj, Anul 2005, Numar persoane, 9
35-39 ani, Salaj, Anul 2006, Numar persoane, 8
35-39 ani, Salaj, Anul 2007, Numar persoane, 10
35-39 ani, Salaj, Anul 2008, Numar persoane, 6
35-39 ani, Salaj, Anul 2009, Numar persoane, 3
35-39 ani, Salaj, Anul 2010, Numar persoane, 12
35-39 ani, Salaj, Anul 2011, Numar persoane, 8
35-39 ani, Salaj, Anul 2012, Numar persoane, 11
35-39 ani, Salaj, Anul 2013, Numar persoane, 11
35-39 ani, Salaj, Anul 2014, Numar persoane, 7
35-39 ani, Salaj, Anul 2015, Numar persoane, 11
35-39 ani, Salaj, Anul 2016, Numar persoane, 21
35-39 ani, Salaj, Anul 2017, Numar persoane, 23
35-39 ani, Salaj, Anul 2018, Numar persoane, 20
35-39 ani, Salaj, Anul 2019, Numar persoane, 24
35-39 ani, Salaj, Anul 2020, Numar persoane, 16
35-39 ani, Salaj, Anul 2021, Numar persoane, 25
35-39 ani, Salaj, Anul 2022, Numar persoane, 34
35-39 ani, Alba, Anul 1992, Numar persoane, 71
35-39 ani, Alba, Anul 1993, Numar persoane, 44
35-39 ani, Alba, Anul 1994, Numar persoane, 32
35-39 ani, Alba, Anul 1995, Numar persoane, 52
35-39 ani, Alba, Anul 1996, Numar persoane, 28
35-39 ani, Alba, Anul 1997, Numar persoane, 31
35-39 ani, Alba, Anul 1998, Numar persoane, 18
35-39 ani, Alba, Anul 1999, Numar persoane, 15
35-39 ani, Alba, Anul 2000, Numar persoane, 21
35-39 ani, Alba, Anul 2001, Numar persoane, 13
35-39 ani, Alba, Anul 2002, Numar persoane, 11
35-39 ani, Alba, Anul 2003, Numar persoane, 23
35-39 ani, Alba, Anul 2004, Numar persoane, 35
35-39 ani, Alba, Anul 2005, Numar persoane, 26
35-39 ani, Alba, Anul 2006, Numar persoane, 43
35-39 ani, Alba, Anul 2007, Numar persoane, 22
35-39 ani, Alba, Anul 2008, Numar persoane, 24
35-39 ani, Alba, Anul 2009, Numar persoane, 26
35-39 ani, Alba, Anul 2010, Numar persoane, 16
35-39 ani, Alba, Anul 2011, Numar persoane, 24
35-39 ani, Alba, Anul 2012, Numar persoane, 21
35-39 ani, Alba, Anul 2013, Numar persoane, 26
35-39 ani, Alba, Anul 2014, Numar persoane, 14
35-39 ani, Alba, Anul 2015, Numar persoane, 25
35-39 ani, Alba, Anul 2016, Numar persoane, 46
35-39 ani, Alba, Anul 2017, Numar persoane, 48
35-39 ani, Alba, Anul 2018, Numar persoane, 58
35-39 ani, Alba, Anul 2019, Numar persoane, 51
35-39 ani, Alba, Anul 2020, Numar persoane, 36
35-39 ani, Alba, Anul 2021, Numar persoane, 61
35-39 ani, Alba, Anul 2022, Numar persoane, 62
35-39 ani, Brasov, Anul 1992, Numar persoane, 168
35-39 ani, Brasov, Anul 1993, Numar persoane, 124
35-39 ani, Brasov, Anul 1994, Numar persoane, 109
35-39 ani, Brasov, Anul 1995, Numar persoane, 178
35-39 ani, Brasov, Anul 1996, Numar persoane, 116
35-39 ani, Brasov, Anul 1997, Numar persoane, 178
35-39 ani, Brasov, Anul 1998, Numar persoane, 81
35-39 ani, Brasov, Anul 1999, Numar persoane, 75
35-39 ani, Brasov, Anul 2000, Numar persoane, 95
35-39 ani, Brasov, Anul 2001, Numar persoane, 71
35-39 ani, Brasov, Anul 2002, Numar persoane, 55
35-39 ani, Brasov, Anul 2003, Numar persoane, 82
35-39 ani, Brasov, Anul 2004, Numar persoane, 114
35-39 ani, Brasov, Anul 2005, Numar persoane, 109
35-39 ani, Brasov, Anul 2006, Numar persoane, 150
35-39 ani, Brasov, Anul 2007, Numar persoane, 113
35-39 ani, Brasov, Anul 2008, Numar persoane, 81
35-39 ani, Brasov, Anul 2009, Numar persoane, 95
35-39 ani, Brasov, Anul 2010, Numar persoane, 54
35-39 ani, Brasov, Anul 2011, Numar persoane, 66
35-39 ani, Brasov, Anul 2012, Numar persoane, 41
35-39 ani, Brasov, Anul 2013, Numar persoane, 72
