Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Total, Rural, Caras-Severin, Anul 2014, Numar persoane, 1008
Total, Rural, Caras-Severin, Anul 2015, Numar persoane, 985
Total, Rural, Caras-Severin, Anul 2016, Numar persoane, 1077
Total, Rural, Caras-Severin, Anul 2017, Numar persoane, 998
Total, Rural, Caras-Severin, Anul 2018, Numar persoane, 1000
Total, Rural, Caras-Severin, Anul 2019, Numar persoane, 961
Total, Rural, Caras-Severin, Anul 2020, Numar persoane, 927
Total, Rural, Caras-Severin, Anul 2021, Numar persoane, 876
Total, Rural, Caras-Severin, Anul 2022, Numar persoane, 766
Total, Rural, Hunedoara, Anul 1990, Numar persoane, 1252
Total, Rural, Hunedoara, Anul 1991, Numar persoane, 1203
Total, Rural, Hunedoara, Anul 1992, Numar persoane, 1143
Total, Rural, Hunedoara, Anul 1993, Numar persoane, 1090
Total, Rural, Hunedoara, Anul 1994, Numar persoane, 1038
Total, Rural, Hunedoara, Anul 1995, Numar persoane, 966
Total, Rural, Hunedoara, Anul 1996, Numar persoane, 995
Total, Rural, Hunedoara, Anul 1997, Numar persoane, 963
Total, Rural, Hunedoara, Anul 1998, Numar persoane, 996
Total, Rural, Hunedoara, Anul 1999, Numar persoane, 954
Total, Rural, Hunedoara, Anul 2000, Numar persoane, 941
Total, Rural, Hunedoara, Anul 2001, Numar persoane, 818
Total, Rural, Hunedoara, Anul 2002, Numar persoane, 793
Total, Rural, Hunedoara, Anul 2003, Numar persoane, 754
Total, Rural, Hunedoara, Anul 2004, Numar persoane, 786
Total, Rural, Hunedoara, Anul 2005, Numar persoane, 763
Total, Rural, Hunedoara, Anul 2006, Numar persoane, 786
Total, Rural, Hunedoara, Anul 2007, Numar persoane, 769
Total, Rural, Hunedoara, Anul 2008, Numar persoane, 731
Total, Rural, Hunedoara, Anul 2009, Numar persoane, 758
Total, Rural, Hunedoara, Anul 2010, Numar persoane, 687
Total, Rural, Hunedoara, Anul 2011, Numar persoane, 657
Total, Rural, Hunedoara, Anul 2012, Numar persoane, 733
Total, Rural, Hunedoara, Anul 2013, Numar persoane, 670
Total, Rural, Hunedoara, Anul 2014, Numar persoane, 735
Total, Rural, Hunedoara, Anul 2015, Numar persoane, 770
Total, Rural, Hunedoara, Anul 2016, Numar persoane, 725
Total, Rural, Hunedoara, Anul 2017, Numar persoane, 687
Total, Rural, Hunedoara, Anul 2018, Numar persoane, 780
Total, Rural, Hunedoara, Anul 2019, Numar persoane, 657
Total, Rural, Hunedoara, Anul 2020, Numar persoane, 728
Total, Rural, Hunedoara, Anul 2021, Numar persoane, 630
Total, Rural, Hunedoara, Anul 2022, Numar persoane, 648
Total, Rural, Timis, Anul 1990, Numar persoane, 3728
Total, Rural, Timis, Anul 1991, Numar persoane, 3264
Total, Rural, Timis, Anul 1992, Numar persoane, 3088
Total, Rural, Timis, Anul 1993, Numar persoane, 3137
Total, Rural, Timis, Anul 1994, Numar persoane, 3054
Total, Rural, Timis, Anul 1995, Numar persoane, 2815
Total, Rural, Timis, Anul 1996, Numar persoane, 2763
Total, Rural, Timis, Anul 1997, Numar persoane, 2963
Total, Rural, Timis, Anul 1998, Numar persoane, 2881
Total, Rural, Timis, Anul 1999, Numar persoane, 2982
Total, Rural, Timis, Anul 2000, Numar persoane, 2968
Total, Rural, Timis, Anul 2001, Numar persoane, 2684
Total, Rural, Timis, Anul 2002, Numar persoane, 2728
Total, Rural, Timis, Anul 2003, Numar persoane, 2703
Total, Rural, Timis, Anul 2004, Numar persoane, 2528
Total, Rural, Timis, Anul 2005, Numar persoane, 2577
Total, Rural, Timis, Anul 2006, Numar persoane, 2622
Total, Rural, Timis, Anul 2007, Numar persoane, 2542
Total, Rural, Timis, Anul 2008, Numar persoane, 2687
Total, Rural, Timis, Anul 2009, Numar persoane, 2720
Total, Rural, Timis, Anul 2010, Numar persoane, 2510
Total, Rural, Timis, Anul 2011, Numar persoane, 2570
Total, Rural, Timis, Anul 2012, Numar persoane, 2563
Total, Rural, Timis, Anul 2013, Numar persoane, 2858
Total, Rural, Timis, Anul 2014, Numar persoane, 2770
Total, Rural, Timis, Anul 2015, Numar persoane, 2946
Total, Rural, Timis, Anul 2016, Numar persoane, 3162
Total, Rural, Timis, Anul 2017, Numar persoane, 3405
Total, Rural, Timis, Anul 2018, Numar persoane, 3525
Total, Rural, Timis, Anul 2019, Numar persoane, 3688
Total, Rural, Timis, Anul 2020, Numar persoane, 3389
Total, Rural, Timis, Anul 2021, Numar persoane, 3457
Total, Rural, Timis, Anul 2022, Numar persoane, 3370
